"","Date","WL","PF","Opponent","PA","Location","Notes","Year","Team","offName","Home","Week"
"1031",2014-10-04,"L",17,"Georgia Tech",28,"Miami Gardens, FL","",2014,"Miami (FL)","University of Miami",0,6
"1032",2014-10-04,"L",17,"Virginia Tech",34,"Chapel Hill, NC","",2014,"North Carolina","North Carolina State University",1,6
"1033",2014-10-04,"L",0,"Clemson (SC)",41,"Raleigh, NC","",2014,"North Carolina St.","University of North Carolina at Chapel Hill",0,6
"1034",2014-10-04,"L",19,"Virginia",24,"Pittsburgh, PA","",2014,"Pittsburgh (PA)","University of Pittsburgh",0,6
"1035",2014-10-04,"W",24,"Pittsburgh (PA)",19,"Charlottesville, VA","",2014,"Virginia","University of Virginia",1,6
"1036",2014-10-04,"W",34,"North Carolina",17,"Blacksburg, VA","",2014,"Virginia Tech","Virginia Polytechnic Institute & State University",0,6
"1037",2014-10-04,"L",3,"Florida St.",43,"Winston-Salem, NC","",2014,"Wake Forest (NC)","Wake Forest University",0,6
"1038",2014-10-04,"W",28,"Texas",7,"Waco, TX","",2014,"Baylor (TX)","Baylor University",0,6
"1039",2014-10-04,"L",20,"Oklahoma St.",37,"Ames, IA","",2014,"Iowa St.","Iowa State University",0,6
"1040",2014-10-04,"L",14,"West Virginia",33,"Lawrence, KS","",2014,"Kansas","University of Kansas",0,6
"1041",2014-10-04,"W",45,"Texas Tech",13,"Manhattan, KS","",2014,"Kansas St.","Kansas State University",1,6
"1042",2014-10-04,"L",33,"Texas Christian",37,"Norman, OK","",2014,"Oklahoma","University of Oklahoma",0,6
"1043",2014-10-04,"W",37,"Iowa St.",20,"Stillwater, OK","",2014,"Oklahoma St.","Oklahoma State University",1,6
"1044",2014-10-04,"W",37,"Oklahoma",33,"Fort Worth, TX","",2014,"Texas Christian","Texas Christian University",1,6
"1045",2014-10-04,"L",7,"Baylor (TX)",28,"Austin, TX","",2014,"Texas","The University of Texas at Austin",1,6
"1046",2014-10-04,"L",13,"Kansas St.",45,"Lubbock, TX","",2014,"Texas Tech","Texas Tech University",0,6
"1047",2014-10-04,"W",33,"Kansas",14,"Morgantown, WV","",2014,"West Virginia","West Virginia University",1,6
"1048",2014-10-04,"L",27,"Purdue (IN)",38,"Champaign, IL","",2014,"Illinois","University of Illinois at Urbana-Champaign",1,6
"1049",2014-10-04,"W",49,"North Texas",24,"Bloomington, IN","",2014,"Indiana","Indiana University Bloomington",1,6
"1050",2014-10-04,"L",24,"Ohio St.",52,"College Park, MD","",2014,"Maryland","University of Maryland: College Park",1,6
"1051",2014-10-04,"L",24,"Rutgers (NJ)",26,"Ann Arbor, MI","",2014,"Michigan","University of Michigan",0,6
"1052",2014-10-04,"W",27,"Nebraska",22,"East Lansing, MI","",2014,"Michigan St.","Michigan State University",1,6
"1053",2014-10-04,"L",22,"Michigan St.",27,"Lincoln, NE","",2014,"Nebraska","University of Nebraska - Lincoln",0,6
"1054",2014-10-04,"W",20,"Wisconsin",14,"Evanston, IL","",2014,"Northwestern (IL)","Northwestern University",1,6
"1055",2014-10-04,"W",52,"Maryland",24,"Columbus, OH","",2014,"Ohio St.","Ohio State University: Columbus Campus",0,6
"1056",2014-10-04,"W",38,"Illinois",27,"West Lafayette, IN","",2014,"Purdue (IN)","Purdue University",0,6
"1057",2014-10-04,"W",26,"Michigan",24,"New Brunswick, NJ","",2014,"Rutgers (NJ)","Rutgers",1,6
"1058",2014-10-04,"L",14,"Northwestern (IL)",20,"Madison, WI","",2014,"Wisconsin","University of Wisconsin-Madison",0,6
"1059",2014-10-04,"W",55,"Texas-El Paso",3,"Ruston, LA","",2014,"Louisiana Tech","Louisiana Tech University",1,6
"1060",2014-10-04,"W",56,"Old Dominion (VA)",14,"Huntington, WV","",2014,"Marshall (WV)","Marshall University",0,6
"1061",2014-10-04,"W",37,"Southern Mississippi",31,"Murfreesboro, TN","",2014,"Middle Tennessee St.","Middle Tennessee State University",1,6
"1062",2014-10-04,"L",24,"Indiana",49,"Denton, TX","",2014,"North Texas","University of North Texas",0,6
"1063",2014-10-04,"L",14,"Marshall (WV)",56,"Old Dominion (VA)","",2014,"Old Dominion (VA)","Old Dominion University",1,6
"1064",2014-10-04,"W",28,"Hawaii",14,"Houston, TX","",2014,"Rice (TX)","Rice University",1,6
"1065",2014-10-04,"L",31,"Middle Tennessee St.",37,"Hattiesburg, MS","",2014,"Southern Mississippi","University of Southern Mississippi",0,6
"1066",2014-10-04,"W",42,"Western Kentucky",39,"Birmingham, AL","",2014,"Alabama-Birmingham","The University of Alabama at Birmingham",0,6
"1067",2014-10-04,"L",3,"Louisiana Tech",55,"El Paso, TX","",2014,"Texas-El Paso","University of Texas-El Paso",0,6
"1068",2014-10-04,"L",9,"New Mexico",21,"San Antonio, TX","",2014,"Texas-San Antonio","University of Texas at San Antonio",1,6
"1069",2014-10-04,"L",39,"Alabama-Birmingham",42,"Bowling Green, KY","",2014,"Western Kentucky","Western Kentucky University",1,6
"1070",2014-10-04,"W",33,"Ball St. (IN)",24,"West Point, NY","",2014,"Army (NY)","United States Military Academy",1,6
"1071",2014-10-04,"L",21,"Air Force (CO)",30,"Annapolis, MD","",2014,"Navy (MD)","United States Naval Academy",0,6
"1072",2014-10-04,"W",17,"Stanford (CA)",14,"South Bend, IN","",2014,"Notre Dame (IN)","University of Notre Dame",1,6
"1073",2014-10-04,"W",31,"Eastern Michigan",6,"Akron, OH","",2014,"Akron (OH)","University of Akron",1,6
"1074",2014-10-04,"L",24,"Army (NY)",33,"Muncie, IN","",2014,"Ball St. (IN)","Ball State University",0,6
"1075",2014-10-04,"W",36,"Buffalo (NY)",35,"Bowling Green, OH","",2014,"Bowling Green (OH)","Bowling Green State University",1,6
"1076",2014-10-04,"L",35,"Bowling Green (OH)",36,"Buffalo, NY","",2014,"Buffalo (NY)","State University of New York at Buffalo",0,6
"1077",2014-10-04,"W",28,"Ohio",10,"Mount Pleasant, MI","",2014,"Central Michigan","Central Michigan University",1,6
"1078",2014-10-04,"L",6,"Akron (OH)",31,"Ypsilanti, MI","",2014,"Eastern Michigan","Eastern Michigan University",0,6
"1079",2014-10-04,"L",14,"Northern Illinois",17,"Kent, OH","",2014,"Kent St. (OH)","Kent State University",0,6
"1080",2014-10-04,"L",41,"Miami (OH)",42,"Foxboro, MA","",2014,"Massachusetts","University of Massachusetts Amherst",0,6
"1081",2014-10-04,"W",42,"Massachusetts",41,"Oxford, OH","",2014,"Miami (OH)","Miami University: Oxford Campus",1,6
"1082",2014-10-04,"W",17,"Kent St. (OH)",14,"DeKalb, IL","",2014,"Northern Illinois","Northern Illinois University",1,6
"1083",2014-10-04,"L",10,"Central Michigan",28,"Athens, OH","",2014,"Ohio","Ohio University",0,6
"1084",2014-10-04,"W",20,"Western Michigan",19,"Toledo, OH","",2014,"Toledo (OH)","University of Toledo",0,6
"1085",2014-10-04,"L",19,"Toledo (OH)",20,"Kalamazoo, MI","",2014,"Western Michigan","Western Michigan University",1,6
"1086",2014-10-04,"W",30,"Navy (MD)",21,"Air Force Academy, CO","",2014,"Air Force (CO)","United States Air Force Academy",1,6
"1087",2014-10-04,"W",51,"Nevada",46,"Boise, ID","",2014,"Boise St. (ID)","Boise State University",0,6
"1088",2014-10-04,"W",42,"Tulsa (OK)",17,"Fort Collins, CO","",2014,"Colorado St.","Colorado State University",1,6
"1089",2014-10-04,"L",14,"Rice (TX)",28,"Honolulu, HI","",2014,"Hawaii","University of Hawaii at Manoa",0,6
"1090",2014-10-04,"L",46,"Boise St. (ID)",51,"Reno, NV","",2014,"Nevada","University of Nevada: Reno",1,6
"1091",2014-10-04,"W",21,"Texas-San Antonio",9,"Albuquerque, NM","",2014,"New Mexico","University of New Mexico",0,6
"1092",2014-10-04,"W",33,"Nevada-Las Vegas",10,NA,"",2014,NA,NA,1,6
"1093",2014-10-04,"L",10,"San Jose St. (CA)",33,"Las Vegas, NV","",2014,"Nevada-Las Vegas","University of Nevada: Las Vegas",0,6
"1094",2014-10-04,"W",38,"Southern California",34,"Tempe, AZ","",2014,"Arizona St.","Arizona State University",0,6
"1095",2014-10-04,"W",60,"Washington St.",59,"Berkeley, CA","",2014,"California","University of California: Berkeley",0,6
"1096",2014-10-04,"L",31,"Oregon St.",36,"Boulder, CO","",2014,"Colorado","University of Colorado at Boulder",1,6
"1097",2014-10-04,"W",36,"Colorado",31,"Corvallis, OR","",2014,"Oregon St.","Oregon State University",0,6
"1098",2014-10-04,"L",14,"Notre Dame (IN)",17,"Stanford, CA","",2014,"Stanford (CA)","Stanford University",0,6
"1099",2014-10-04,"L",28,"Utah",30,"Pasadena, CA","",2014,"UCLA","University of California: Los Angeles",1,6
"1100",2014-10-04,"L",34,"Arizona St.",38,"Los Angeles, CA","",2014,"Southern California","University of Southern California",1,6
"1101",2014-10-04,"W",30,"UCLA",28,"Salt Lake City, UT","",2014,"Utah","University of Utah",0,6
"1102",2014-10-04,"L",59,"California",60,"Pullman, WA","",2014,"Washington St.","Washington State University",1,6
"1103",2014-10-04,"L",17,"Mississippi",23,"Tuscaloosa, AL","",2014,"Alabama","The University of Alabama",0,6
"1104",2014-10-04,"W",41,"Louisiana St.",7,"Auburn, AL","",2014,"Auburn (AL)","Auburn University",1,6
"1105",2014-10-04,"W",10,"Tennessee",9,"Gainesville, FL","",2014,"Florida","University of Florida",0,6
"1106",2014-10-04,"W",44,"Vanderbilt (TN)",17,"Athens, GA","",2014,"Georgia","University of Georgia",1,6
"1107",2014-10-04,"W",45,"South Carolina",38,"Lexington, KY","",2014,"Kentucky","University of Kentucky",1,6
"1108",2014-10-04,"L",7,"Auburn (AL)",41,"Baton Rouge, LA","",2014,"Louisiana St.","Louisiana State University and Agricultural and Mechanical College",0,6
"1109",2014-10-04,"W",48,"Texas A&M",31,"Starkville, MS","",2014,"Mississippi St.","Mississippi State University",1,6
"1110",2014-10-04,"W",23,"Alabama",17,"Oxford, MS","",2014,"Mississippi","University of Mississippi",1,6
"1111",2014-10-04,"L",38,"Kentucky",45,"Columbia, SC","",2014,"South Carolina","University of South Carolina-Columbia",0,6
"1112",2014-10-04,"L",9,"Florida",10,"Knoxville, TN","",2014,"Tennessee","University of Tennessee: Knoxville",1,6
"1113",2014-10-04,"L",31,"Mississippi St.",48,"College Station, TX","",2014,"Texas A&M","Texas A&M University",0,6
"1114",2014-10-04,"L",17,"Georgia",44,"Nashville, TN","",2014,"Vanderbilt (TN)","Vanderbilt University",0,6
"1115",2014-10-04,"L",21,"South Alabama",47,"Boone, NC","",2014,"Appalachian State (NC)","Appalachian State University",1,6
"1116",2014-10-04,"W",28,"Louisiana-Monroe",14,"Jonesboro, AR","",2014,"Arkansas St.","Arkansas State University",1,6
"1117",2014-10-04,"W",36,"New Mexico St.",28,"Statesboro, GA","",2014,"Georgia Southern","Georgia Southern University",0,6
"1118",2014-10-04,"L",31,"Louisiana-Lafayette",34,"Atlanta, GA","",2014,"Georgia St.","Georgia State University",0,6
"1119",2014-10-04,"L",30,"Texas St.",35,"Moscow, ID","",2014,"Idaho","University of Idaho",0,6
"1120",2014-10-04,"W",34,"Georgia St.",31,"Lafayette, LA","",2014,"Louisiana-Lafayette","University of Louisiana at Lafayette",1,6
"1121",2014-10-04,"L",14,"Arkansas St.",28,"Monroe, LA","",2014,"Louisiana-Monroe","University of Louisiana at Monroe",0,6
"1122",2014-10-04,"L",28,"Georgia Southern",36,"Las Cruces, NM","",2014,"New Mexico St.","New Mexico State University",1,6
"1123",2014-10-04,"W",47,"Appalachian State (NC)",21,"Mobile, AL","",2014,"South Alabama","University of South Alabama",0,6
"1124",2014-10-04,"W",35,"Idaho",30,"San Marcos, TX","",2014,"Texas St.","Texas State University-San Marcos",1,6
"1125",2014-10-04,"W",42,"Southern Utah",39,"San Luis Obispo, CA","",2014,"Cal Poly-San Luis Obispo","California Polytechnic State University: San Luis Obispo",1,6
"1126",2014-10-04,"W",56,"Idaho St.",53,"Cheney, WA","",2014,"Eastern Washington","Eastern Washington University",1,6
"1127",2014-10-04,"L",53,"Eastern Washington",56,"Pocatello, ID","",2014,"Idaho St.","Idaho State University",0,6
"1128",2014-10-04,"W",18,"North Dakota",15,"Missoula, MT","",2014,"Montana","University of Montana-Missoula",0,6
"1129",2014-10-04,"W",59,"Cal St.-Sacramento",56,"Bozeman, MT","",2014,"Montana St.","Montana State University: Bozeman",0,6
"1130",2014-10-04,"L",15,"Montana",18,"Grand Forks, ND","",2014,"North Dakota","University of North Dakota",1,6
"1131",2014-10-04,"L",17,"Northern Colorado",24,"Flagstaff, AZ","",2014,"Northern Arizona","Northern Arizona University",0,6
"1132",2014-10-04,"W",24,"Northern Arizona",17,"Greeley, CO","",2014,"Northern Colorado","University of Northern Colorado",1,6
"1133",2014-10-04,"W",23,"California-Davis",14,"Portland, OR","",2014,"Portland St. (OR)","Portland State University",1,6
"1134",2014-10-04,"L",56,"Montana St.",59,"Sacramento, CA","",2014,"Cal St.-Sacramento","California State University: Sacramento",1,6
"1135",2014-10-04,"L",39,"Cal Poly-San Luis Obispo",42,"Cedar City, UT","",2014,"Southern Utah","Southern Utah University",0,6
"1136",2014-10-04,"L",14,"Portland St. (OR)",23,"Davis, CA","",2014,"California-Davis","University of California: Davis",0,6
"1137",2014-10-04,"W",37,"Furman (SC)",31,"Conway, SC","",2014,"Coastal Carolina (SC)","Coastal Carolina University",0,6
"1138",2014-10-04,"W",27,"North Carolina-Charlotte",24,"Boiling Springs, NC","",2014,"Gardner-Webb (NC)","Gardner-Webb University",1,6
"1139",2014-10-04,"L",39,"Richmond (VA)",46,"Lynchburg, VA","",2014,"Liberty (VA)","Liberty University",1,6
"1140",2014-10-04,"W",51,"Robert Morris (PA)",20,"West Long Branch, NJ","",2014,"Monmouth (NJ)","Monmouth University",0,6
"1141",2014-10-04,"W",19,"Western Carolina (NC)",14,"Clinton, SC","",2014,"Presbyterian (SC)","Presbyterian College",1,6
"1142",2014-10-04,"L",28,"James Madison (VA)",31,"Albany, NY","",2014,"SUNY-Albany (NY)","State University of New York at Albany",1,6
"1143",2014-10-04,"L",7,"Sacred Heart (CT)",10,"Newark, DE","",2014,"Delaware","University of Delaware",1,6
"1144",2014-10-04,"L",14,"New Hampshire",48,"Elon, NC","",2014,"Elon (NC)","Elon University",1,6
"1145",2014-10-04,"W",31,"SUNY-Albany (NY)",28,"Harrisonburg, VA","",2014,"James Madison (VA)","James Madison University",0,6
"1146",2014-10-04,"L",20,"Villanova (PA)",41,"Orono, ME","",2014,"Maine","University of Maine",1,6
"1147",2014-10-04,"W",48,"Elon (NC)",14,"Durham, NH","",2014,"New Hampshire","University of New Hampshire",0,6
"1148",2014-10-04,"L",13,"Brown (RI)",20,"Kingston, RI","",2014,"Rhode Island","University of Rhode Island",1,6
"1149",2014-10-04,"W",46,"Liberty (VA)",39,"Richmond, VA","",2014,"Richmond (VA)","University of Richmond",0,6
"1150",2014-10-04,"W",14,"Towson (MD)",3,"Stony Brook, NY","",2014,"SUNY-Stony Brook (NY)","State University of New York at Stony Brook",0,6
"1151",2014-10-04,"L",3,"SUNY-Stony Brook (NY)",14,"Towson, MD","",2014,"Towson (MD)","Towson University",1,6
"1152",2014-10-04,"W",41,"Maine",20,"Villanova, PA","",2014,"Villanova (PA)","Villanova University",0,6
"1153",2014-10-04,"L",24,"Gardner-Webb (NC)",27,"Charlotte, NC","",2014,"North Carolina-Charlotte","The University of North Carolina at Charlotte",0,6
"1154",2014-10-04,"W",20,"Rhode Island",13,"Providence, RI","",2014,"Brown (RI)","Brown University",0,6
"1155",2014-10-04,"L",6,"Princeton (NJ)",38,"New York, NY","",2014,"Columbia (NY)","Columbia University: Columbia College",1,6
"1156",2014-10-04,"L",13,"Yale (CT)",51,"Ithaca, NY","",2014,"Cornell (NY)","Cornell University",1,6
"1157",2014-10-04,"W",31,"Pennsylvania",13,"Hanover, NH","",2014,"Dartmouth (NH)","Dartmouth College",1,6
"1158",2014-10-04,"W",34,"Georgetown (DC)",3,"Cambridge, MA","",2014,"Harvard (MA)","Harvard University",0,6
"1159",2014-10-04,"L",13,"Dartmouth (NH)",31,"Philadelphia, PA","",2014,"Pennsylvania","University of Pennsylvania",0,6
"1160",2014-10-04,"W",38,"Columbia (NY)",6,"Princeton, NJ","",2014,"Princeton (NJ)","Princeton University",0,6
"1161",2014-10-04,"W",51,"Cornell (NY)",13,"New Haven, CT","",2014,"Yale (CT)","Yale University",0,6
"1162",2014-10-04,"W",27,"Delaware St.",7,"Daytona Beach, FL","",2014,"Bethune-Cookman (FL)","Bethune-Cookman College",1,6
"1163",2014-10-04,"L",7,"Bethune-Cookman (FL)",27,"Dover, DE","",2014,"Delaware St.","Delaware State University",0,6
"1164",2014-10-04,"L",9,"Morgan St. (MD)",24,"Tallahassee, FL","",2014,"Florida A&M","Florida Agricultural and Mechanical University",1,6
"1165",2014-10-04,"L",22,"North Carolina Central",27,"Washington, DC","",2014,"Howard (DC)","Howard University",0,6
"1166",2014-10-04,"W",24,"Florida A&M",9,"Baltimore, MD","",2014,"Morgan St. (MD)","Morgan State University",0,6
"1167",2014-10-04,"W",27,"Howard (DC)",22,"Durham, NC","",2014,"North Carolina Central","North Carolina Central University",1,6
"1168",2014-10-04,"W",14,"Savannah St. (GA)",7,"Norfolk, VA","",2014,"Norfolk St. (VA)","Norfolk State University",0,6
"1169",2014-10-04,"L",0,"South Carolina St.",13,"Greensboro, NC","",2014,"North Carolina A&T","North Carolina Agricultural and Technical State University",1,6
"1170",2014-10-04,"L",7,"Norfolk St. (VA)",14,"Savannah, GA","",2014,"Savannah St. (GA)","Savannah State University",1,6
"1171",2014-10-04,"W",13,"North Carolina A&T",0,"Orangeburg, SC","",2014,"South Carolina St.","South Carolina State University",1,6
"1172",2014-10-04,"W",45,"South Dakota St.",10,"Normal, IL","",2014,"Illinois St.","Illinois State University",1,6
"1173",2014-10-04,"W",20,"Northern Iowa",19,"Terre Haute, IN","",2014,"Indiana St.","Indiana State University",1,6
"1174",2014-10-04,"L",7,"Youngstown St. (OH)",14,"Springfield, MO","",2014,"Missouri St.","Missouri State University",1,6
"1175",2014-10-04,"W",17,"Western Illinois",10,"Fargo, ND","",2014,"North Dakota St.","North Dakota State University",0,6
"1176",2014-10-04,"L",19,"Indiana St.",20,"Cedar Falls, IA","",2014,"Northern Iowa","University of Northern Iowa",0,6
"1177",2014-10-04,"L",10,"Southern Illinois",41,"Vermillion, SD","",2014,"South Dakota","University of South Dakota",0,6
"1178",2014-10-04,"L",10,"Illinois St.",45,"Brookings, SD","",2014,"South Dakota St.","South Dakota State University",0,6
"1179",2014-10-04,"W",41,"South Dakota",10,"Carbondale, IL","",2014,"Southern Illinois","Southern Illinois University Carbondale",1,6
"1180",2014-10-04,"L",10,"North Dakota St.",17,"Macomb, IL","",2014,"Western Illinois","Western Illinois University",1,6
"1181",2014-10-04,"W",14,"Missouri St.",7,"Youngstown, OH","",2014,"Youngstown St. (OH)","Youngstown State University",0,6
"1182",2014-10-04,"W",34,"Bucknell (PA)",15,"Smithfield, RI","",2014,"Bryant (RI)","Bryant College",1,6
"1183",2014-10-04,"L",20,"Monmouth (NJ)",51,"Moon Township, PA","",2014,"Robert Morris (PA)","Robert Morris College",1,6
"1184",2014-10-04,"W",10,"Delaware",7,"Fairfield, CT","",2014,"Sacred Heart (CT)","Sacred Heart University",0,6
"1185",2014-10-04,"L",0,"Eastern Kentucky",31,"Clarksville, TN","",2014,"Austin Peay St. (TN)","Austin Peay State University",1,6
"1186",2014-10-04,"W",31,"Austin Peay St. (TN)",0,"Richmond, KY","",2014,"Eastern Kentucky","Eastern Kentucky University",0,6
"1187",2014-10-04,"W",38,"Tennessee-Martin",14,"Jacksonville, AL","",2014,"Jacksonville St. (AL)","Jacksonville State University",1,6
"1188",2014-10-04,"L",27,"Tennessee Tech",30,"Murray, KY","",2014,"Murray St. (KY)","Murray State University",0,6
"1189",2014-10-04,"L",21,"Southeast Missouri St.",28,"Nashville, TN","",2014,"Tennessee St.","Tennessee State University",0,6
"1190",2014-10-04,"W",30,"Murray St. (KY)",27,"Cookeville, TN","",2014,"Tennessee Tech","Tennessee Technological University",1,6
"1191",2014-10-04,"L",14,"Jacksonville St. (AL)",38,"Martin, TN","",2014,"Tennessee-Martin","University of Tennessee: Martin",0,6
"1192",2014-10-04,"L",15,"Bryant (RI)",34,"Lewisburg, PA","",2014,"Bucknell (PA)","Bucknell University",0,6
"1193",2014-10-04,"W",20,"Holy Cross (MA)",17,"Hamilton, NY","",2014,"Colgate (NY)","Colgate University",1,6
